id,PitNextLap
439543,0.004843644
439544,0.8834715
439545,0.07517627
439546,0.6159403
439547,0.023692107
439548,0.034837186
439549,0.2978899
439550,0.003248961
439551,0.03078935
439552,0.7381284
439553,0.8949618
439554,0.15196593
439555,0.49895018
439556,0.9636603
439557,0.84922695
439558,0.40781948
439559,0.96016276
439560,0.33664262
439561,0.92000467
439562,0.039233714
439563,0.09006512
439564,0.00594023
439565,0.43009537
439566,0.6230381
439567,0.006434937
439568,0.37002808
439569,0.021379037
439570,0.0025160224
439571,0.9867555
439572,0.28920645
439573,0.0073762047
439574,0.7065641
439575,0.04051464
439576,0.6337956
439577,0.00859156
439578,0.91078347
439579,0.2598495
439580,0.042375
439581,0.012716313
439582,0.08920979
439583,0.020708775
439584,0.33498535
439585,0.007602466
439586,0.0030052946
439587,0.90640676
439588,0.012202074
439589,0.9517563
439590,0.11705462
439591,0.0059677917
439592,0.096715234
439593,0.0018717794
439594,0.97074246
439595,0.51857793
439596,0.011094702
439597,0.0018379522
439598,0.92508143
439599,0.9658491
439600,0.14941964
439601,0.011265489
439602,0.6942813
439603,0.037636172
439604,0.0061135003
439605,0.06607327
439606,0.0018928078
439607,0.9860324
439608,0.16564134
439609,0.13634513
439610,0.015642548
439611,0.0028169146
439612,0.01841992
439613,0.029220236
439614,0.09100843
439615,0.0042926795
439616,0.013337843
439617,0.020757629
439618,0.0031770018
439619,0.99054295
439620,0.09430544
439621,0.16028161
439622,0.07475086
439623,0.25073633
439624,0.89501816
439625,0.91813236
439626,0.003295713
439627,0.8563316
439628,0.33034962
439629,0.51586324
439630,0.01061703
439631,0.0049075894
439632,0.07388111
439633,0.19606061
439634,0.17434254
439635,0.20952077
439636,0.9299842
439637,0.06462754
439638,0.0017226195
439639,0.42785302
439640,0.005901102
439641,0.91425234
439642,0.09958233
439643,0.0016505796
439644,0.06518013
439645,0.62557876
439646,0.0005480975
439647,0.9677201
439648,0.96035874
439649,0.038881626
439650,0.8250224
439651,0.006866496
439652,0.70543975
439653,0.0018128183
439654,0.6334556
439655,0.002434088
439656,0.03326683
439657,0.57679176
439658,0.53604376
439659,0.0016634823
439660,0.08740535
439661,0.9556533
439662,0.07685532
439663,0.021474915
439664,0.5910672
439665,0.13349184
439666,0.8381319
439667,0.030939652
439668,0.0014647675
439669,0.0016267225
439670,0.06920685
439671,0.0016974192
439672,0.018194653
439673,0.0051355897
439674,0.016011197
439675,0.0068971035
439676,0.32006845
439677,0.026049668
439678,0.008728679
439679,0.8207506
439680,0.0012844813
439681,0.024618635
439682,0.0034537863
439683,0.015039224
439684,0.005425515
439685,0.076947235
439686,0.9712714
439687,0.11010533
439688,0.0064570657
439689,0.8748846
439690,0.9160181
439691,0.13088478
439692,0.01454345
439693,0.0047364677
439694,0.044206727
439695,0.02318016
439696,0.7199362
439697,0.9304263
439698,0.19990845
439699,0.12415201
439700,0.8466962
439701,0.92630243
439702,0.7787147
439703,0.0022867338
439704,0.0027929726
439705,0.029356582
439706,0.009803071
439707,0.004978583
439708,0.0014487134
439709,0.82296973
439710,0.73284876
439711,0.013364601
439712,0.020597028
439713,0.6809903
439714,0.5135559
439715,0.0061569186
439716,0.7678399
439717,0.1088036
439718,0.10083687
439719,0.004413961
439720,0.35538858
439721,0.011781973
439722,0.12931779
439723,0.05848289
439724,0.0035928462
439725,0.0030920384
439726,0.004793613
439727,0.05681597
439728,0.1452886
439729,0.7623562
439730,0.91315114
439731,0.09606287
439732,0.0679669
439733,0.0014813372
439734,0.010362737
439735,0.9921205
439736,0.2787918
439737,0.7706365
439738,0.99051297
439739,0.122760385
439740,0.004551127
439741,0.44316986
439742,0.8019107
439743,0.9733936
439744,0.0016016901
439745,0.9240714
439746,0.010771161
439747,0.3492835
439748,0.07425351
439749,0.011111021
439750,0.13283582
439751,0.0103262905
439752,0.0022660538
439753,0.1457355
439754,0.20811237
439755,0.0019069305
439756,0.015501573
439757,0.016677694
439758,0.7642137
439759,0.035168193
439760,0.011905818
439761,0.08713804
439762,0.082970895
439763,0.79776007
439764,0.094640926
439765,0.9151124
439766,0.017783638
439767,0.0015819045
439768,0.09662928
439769,0.002416059
439770,0.96901244
439771,0.008818533
439772,0.9196006
439773,0.60546976
439774,0.07757421
439775,0.0020222843
439776,0.007853425
439777,0.017639661
439778,0.025046686
439779,0.10747681
439780,0.9812804
439781,0.7814959
439782,0.043408524
439783,0.004622683
439784,0.9387603
439785,0.309092
439786,0.011678536
439787,0.26663312
439788,0.6518429
439789,0.21542569
439790,0.032768324
439791,0.12927762
439792,0.004758383
439793,0.0014252695
439794,0.5151564
439795,0.8157173
439796,0.8324697
439797,0.060356937
439798,0.0012563069
439799,0.90578324
439800,0.86121136
439801,0.20891814
439802,0.0030546961
439803,0.93985814
439804,0.011953938
439805,0.3046403
439806,0.42894474
439807,0.022959212
439808,0.09601762
439809,0.021501234
439810,0.0046704863
439811,0.008858577
439812,0.02193264
439813,0.94805676
439814,0.8137623
439815,0.6420046
439816,0.0037618417
439817,0.3801634
439818,0.042778593
439819,0.51419145
439820,0.106891856
439821,0.008424796
439822,0.7016449
439823,0.07805581
439824,0.8161533
439825,0.9306131
439826,0.013962714
439827,0.00326549
439828,0.94754773
439829,0.10365544
439830,0.009024086
439831,0.001291885
439832,0.98044866
439833,0.01797417
439834,0.06467825
439835,0.04386325
439836,0.8953928
439837,0.0033509042
439838,0.0031242545
439839,0.0059052715
439840,0.0028441036
439841,0.9718251
439842,0.87504864
439843,0.9734943
439844,0.019015186
439845,0.0016805913
439846,0.003635061
439847,0.06692951
439848,0.063701555
439849,0.0016448691
439850,0.0056029307
439851,0.62699014
439852,0.0050508697
439853,0.23914462
439854,0.26260734
439855,0.05069077
439856,0.00802509
439857,0.0018039511
439858,0.007286349
439859,0.010710433
439860,0.011031759
439861,0.95894027
439862,0.12639467
439863,0.9087713
439864,0.8578448
439865,0.956462
439866,0.006121412
439867,0.9341533
439868,0.9934871
439869,0.00021582365
439870,0.0021929396
439871,0.0030074867
439872,0.7378285
439873,0.23804706
439874,0.8185231
439875,0.0020406924
439876,0.0047207703
439877,0.3516717
439878,0.047896396
439879,0.78754205
439880,0.9324502
439881,0.022483505
439882,0.019894466
439883,0.0047944686
439884,0.011970383
439885,0.0020166757
439886,0.012598769
439887,0.004662743
439888,0.0066949716
439889,0.8875625
439890,0.0035137332
439891,0.006551963
439892,0.92997086
439893,0.6184605
439894,0.03509569
439895,0.2970787
439896,0.31448805
439897,0.7598396
439898,0.9129953
439899,0.007226405
439900,0.95994985
439901,0.0039641242
439902,0.4325745
439903,0.035027765
439904,0.93868667
439905,0.009388522
439906,0.20502913
439907,0.018930065
439908,0.0025210201
439909,0.03233787
439910,0.15555723
439911,0.5704746
439912,0.0021682633
439913,0.017121904
439914,0.074443646
439915,0.0037912503
439916,0.07984074
439917,0.3512705
439918,0.011114091
439919,0.020436719
439920,0.37186533
439921,0.10394963
439922,0.0040361183
439923,0.593974
439924,0.09730134
439925,0.039177585
439926,0.98547816
439927,0.24287643
439928,0.0026932713
439929,0.484165
439930,0.09995883
439931,0.042926244
439932,0.06988168
439933,0.0074154353
439934,0.72073716
439935,0.81165737
439936,0.41522336
439937,0.13406934
439938,0.006012278
439939,0.9552737
439940,0.79422
439941,0.027612144
439942,0.004211765
439943,0.8346075
439944,0.035912007
439945,0.0009947072
439946,0.23981972
439947,0.002162743
439948,0.72710705
439949,0.4583553
439950,0.6256286
439951,0.0168872
439952,0.91216594
439953,0.025386242
439954,0.0029462902
439955,0.7968944
439956,0.0148436725
439957,0.95643836
439958,0.82011503
439959,0.9873487
439960,0.08394581
439961,0.8807615
439962,0.036225166
439963,0.24170317
439964,0.05164181
439965,0.0035090114
439966,0.056860436
439967,0.025114456
439968,0.0105306115
439969,0.03852607
439970,0.027312735
439971,0.95238966
439972,0.0038408013
439973,0.61053115
439974,0.0014897251
439975,0.060381453
439976,0.81678826
439977,0.07723522
439978,0.043066896
439979,0.042696483
439980,0.091821514
439981,0.8142757
439982,0.0041235886
439983,0.01423027
439984,0.11476202
439985,0.0042446353
439986,0.9930068
439987,0.07210766
439988,0.9437326
439989,0.0037590815
439990,0.015881175
439991,0.025135094
439992,0.036460582
439993,0.038535535
439994,0.44713345
439995,0.025693616
439996,0.9707078
439997,0.9733907
439998,0.0024839183
439999,0.036512323
440000,0.87994516
440001,0.02665634
440002,0.9385598
440003,0.9893588
440004,0.5431727
440005,0.12503801
440006,0.7340758
440007,0.0020186394
440008,0.011132827
440009,0.99425936
440010,0.004265698
440011,0.0060970364
440012,0.089141876
440013,0.37371948
440014,0.8862828
440015,0.046101667
440016,0.0066679996
440017,0.040238973
440018,0.0171767
440019,0.006031918
440020,0.043370597
440021,0.54716337
440022,0.05244763
440023,0.059505444
440024,0.0004059604
440025,0.009113224
440026,0.036048416
440027,0.98504525
440028,0.97291064
440029,0.7584615
440030,0.007454946
440031,0.496227
440032,0.06382551
440033,0.0049344953
440034,0.9859898
440035,0.010577962
440036,0.98358214
440037,0.008204101
440038,0.0072201886
440039,0.77667695
440040,0.6154329
440041,0.22155227
440042,0.002220429
440043,0.0114855515
440044,0.8026852
440045,0.6564918
440046,0.011466353
440047,0.8275638
440048,0.31885454
440049,0.17458816
440050,0.8149707
440051,0.0144478185
440052,0.5615743
440053,0.008183984
440054,0.0074241725
440055,0.0525005
440056,0.96947855
440057,0.0020137958
440058,0.011065213
440059,0.014211439
440060,0.019194078
440061,0.05068485
440062,0.012062925
440063,0.5492045
440064,0.42913592
440065,0.015192958
440066,0.010639031
440067,0.008539077
440068,0.009422501
440069,0.9516412
440070,0.08972798
440071,0.07399431
440072,0.011518574
440073,0.0030172751
440074,0.11119386
440075,0.051856123
440076,0.06855527
440077,0.8288509
440078,0.052112207
440079,0.9167315
440080,0.009701048
440081,0.07154889
440082,0.8527566
440083,0.7916434
440084,0.00076568144
440085,0.7234929
440086,0.016054798
440087,0.04244924
440088,0.0017269275
440089,0.7183505
440090,0.019273577
440091,0.13550551
440092,0.0035315643
440093,0.003179304
440094,0.030937145
440095,0.047537316
440096,0.8610115
440097,0.033843108
440098,0.037646487
440099,0.019303285
440100,0.9176167
440101,0.97980154
440102,0.0022238893
440103,0.048726764
440104,0.86317366
440105,0.96625227
440106,0.022545824
440107,0.057210818
440108,0.010972697
440109,0.0025158932
440110,0.07922339
440111,0.009396966
440112,0.71165586
440113,0.0041996366
440114,0.009133984
440115,0.022376997
440116,0.3090227
440117,0.014902218
440118,0.8184935
440119,0.03502664
440120,0.9740933
440121,0.00044881355
440122,0.0128213465
440123,0.6924061
440124,0.9316618
440125,0.1930243
440126,0.9151422
440127,0.03779459
440128,0.0037421999
440129,0.016636416
440130,0.39481658
440131,0.0050624474
440132,0.016246643
440133,0.89726484
440134,0.9567429
440135,0.002568452
440136,0.0043250495
440137,0.0028303054
440138,0.7199237
440139,0.6887098
440140,0.003627887
440141,0.8565041
440142,0.87702525
440143,0.06506992
440144,0.94662964
440145,0.0034135396
440146,0.02509323
440147,0.0022169729
440148,0.009237402
440149,0.018019732
440150,0.77214926
440151,0.93747944
440152,0.020342153
440153,0.0025912737
440154,0.76115245
440155,0.14936735
440156,0.0056078583
440157,0.105370566
440158,0.0022997851
440159,0.022233667
440160,0.026870651
440161,0.041419975
440162,0.98477465
440163,0.03138067
440164,0.3023891
440165,0.03497134
440166,0.0042259954
440167,0.076031685
440168,0.9816248
440169,0.009560483
440170,0.83748096
440171,0.9743215
440172,0.9463682
440173,0.28654236
440174,0.0039886413
440175,0.9752823
440176,0.7583451
440177,0.92018825
440178,0.058918774
440179,0.80027175
440180,0.0064800032
440181,0.011559778
440182,0.29146114
440183,0.9780237
440184,0.015395707
440185,0.004621075
440186,0.0030831676
440187,0.8445928
440188,0.14157405
440189,0.9214048
440190,0.33937144
440191,0.0057904217
440192,0.0017782653
440193,0.054381695
440194,0.002017408
440195,0.14562896
440196,0.004394921
440197,0.007943069
440198,0.007547466
440199,0.16672438
440200,0.88680655
440201,0.01052545
440202,0.9466296
440203,0.26079518
440204,0.011088306
440205,0.01582408
440206,0.57563967
440207,0.041512854
440208,0.041627955
440209,0.03518924
440210,0.006768946
440211,0.0055233473
440212,0.9180121
440213,0.0013292707
440214,0.011860578
440215,0.0014083694
440216,0.036042146
440217,0.045860235
440218,0.007809184
440219,0.044027206
440220,0.9260925
440221,0.02059357
440222,0.9642844
440223,0.017288823
440224,0.017331317
440225,0.0023184316
440226,0.0071037062
440227,0.0033710983
440228,0.010245599
440229,0.013598822
440230,0.03516154
440231,0.64289606
440232,0.946891
440233,0.0061618895
440234,0.0035892904
440235,0.017675988
440236,0.0050027734
440237,0.090367444
440238,0.11629503
440239,0.08907137
440240,0.10339591
440241,0.060278438
440242,0.11279195
440243,0.0034156379
440244,0.0024108675
440245,0.019140657
440246,0.0054442533
440247,0.053768404
440248,0.92903334
440249,0.016215144
440250,0.043496147
440251,0.0825406
440252,0.9499884
440253,0.0023151448
440254,0.13815041
440255,0.85261464
440256,0.37426263
440257,0.09263931
440258,0.008100757
440259,0.000982401
440260,0.06867852
440261,0.001428594
440262,0.15853517
440263,0.0066175866
440264,0.081877224
440265,0.03181895
440266,0.03338321
440267,0.92735946
440268,0.13135353
440269,0.0018689593
440270,0.07708524
440271,0.003080166
440272,0.025944712
440273,0.9098522
440274,0.8345575
440275,0.08823539
440276,0.34667233
440277,0.0049618236
440278,0.55172336
440279,0.015901355
440280,0.07912953
440281,0.41984093
440282,0.19735885
440283,0.12067737
440284,0.030324982
440285,0.0046840715
440286,0.22220811
440287,0.2973273
440288,0.008069423
440289,0.018509716
440290,0.11047128
440291,0.063612424
440292,0.0033591923
440293,0.9371915
440294,0.01071628
440295,0.47275138
440296,0.7057008
440297,0.113550775
440298,0.71598464
440299,0.013258027
440300,0.012385646
440301,0.38066798
440302,0.14006619
440303,0.03311166
440304,0.24731097
440305,0.6741925
440306,0.8524523
440307,0.0016622386
440308,0.27306694
440309,0.13876088
440310,0.38581896
440311,0.09550077
440312,0.12587109
440313,0.9863253
440314,0.0830917
440315,0.054303087
440316,0.0019499515
440317,0.2516242
440318,0.6853668
440319,0.0030852654
440320,0.030091798
440321,0.0028911298
440322,0.0055428552
440323,0.0093120355
440324,0.39396802
440325,0.009525653
440326,0.13908197
440327,0.044890787
440328,0.104912795
440329,0.01868211
440330,0.24872524
440331,0.8731182
440332,0.8021049
440333,0.0032773286
440334,0.5722601
440335,0.0033659358
440336,0.016847646
440337,0.077053174
440338,0.7133344
440339,0.9693672
440340,0.011790487
440341,0.048586573
440342,0.747239
440343,0.08261944
440344,0.38538793
440345,0.009878148
440346,0.0061486666
440347,0.06862203
440348,0.044726178
440349,0.019333184
440350,0.08333883
440351,0.11674611
440352,0.098757796
440353,0.61842275
440354,0.014081563
440355,0.011313412
440356,0.05719127
440357,0.00065917184
440358,0.9437978
440359,0.0066056885
440360,0.036887687
440361,0.2228908
440362,0.0021245992
440363,0.39846
440364,0.6593306
440365,0.7521811
440366,0.008824541
440367,0.5928819
440368,0.009977318
440369,0.0063888594
440370,0.8907412
440371,0.013750789
440372,0.9585377
440373,0.019343866
440374,0.9706251
440375,0.92138624
440376,0.048169095
440377,0.0071016545
440378,0.8896033
440379,0.047685273
440380,0.9264512
440381,0.0035724654
440382,0.9364629
440383,0.0027679484
440384,0.3226345
440385,0.03340706
440386,0.9714087
440387,0.10812447
440388,0.0094344495
440389,0.09218352
440390,0.1254713
440391,0.028061338
440392,0.5335772
440393,0.022779075
440394,0.0071293563
440395,0.03259885
440396,0.05400462
440397,0.014944847
440398,0.012744804
440399,0.007928649
440400,0.002478888
440401,0.2898745
440402,0.9485222
440403,0.013089879
440404,0.8654273
440405,0.0044495645
440406,0.8553815
440407,0.60511214
440408,0.23726976
440409,0.0069133947
440410,0.0033729896
440411,0.9623996
440412,0.000740886
440413,0.006166668
440414,0.030403847
440415,0.8635724
440416,0.7480246
440417,0.0015596969
440418,0.0016264104
440419,0.82335
440420,0.84017515
440421,0.02370346
440422,0.9633804
440423,0.052326303
440424,0.0036434364
440425,0.87450886
440426,0.008295587
440427,0.11836766
440428,0.0032386484
440429,0.0018298503
440430,0.92057174
440431,0.32548824
440432,0.05034
440433,0.056115083
440434,0.0006315347
440435,0.20908375
440436,0.9447006
440437,0.04975061
440438,0.00084934273
440439,0.0025877517
440440,0.001811165
440441,0.22241482
440442,0.86082226
440443,0.0013064836
440444,0.04860605
440445,0.002245062
440446,0.19092499
440447,0.010741195
440448,0.016353784
440449,0.003883283
440450,0.049202424
440451,0.6260257
440452,0.66603035
440453,0.0026008908
440454,0.91078323
440455,0.0036340177
440456,0.0027886797
440457,0.0027803697
440458,0.01536045
440459,0.009609566
440460,0.008437238
440461,0.067817405
440462,0.0484671
440463,0.9936469
440464,0.21858622
440465,0.02711804
440466,0.92127603
440467,0.0028673073
440468,0.049680077
440469,0.016289048
440470,0.46289682
440471,0.032521944
440472,0.66273516
440473,0.0029477219
440474,0.9701062
440475,0.0044959653
440476,0.16753308
440477,0.6081484
440478,0.0033036422
440479,0.6463591
440480,0.05218841
440481,0.50377077
440482,0.011527531
440483,0.12899059
440484,0.86840326
440485,0.82419777
440486,0.0033627173
440487,0.08055077
440488,0.009218006
440489,0.044547457
440490,0.08393556
440491,0.8708242
440492,0.082942374
440493,0.0058062384
440494,0.0029349783
440495,0.457077
440496,0.9355333
440497,0.7136272
440498,0.0061995676
440499,0.0099635925
440500,0.9030731
440501,0.008982219
440502,0.0088342475
440503,0.73141444
440504,0.79847133
440505,0.011676568
440506,0.66872257
440507,0.17897826
440508,0.949796
440509,0.22143547
440510,0.0020730284
440511,0.82384235
440512,0.0058126748
440513,0.01383917
440514,0.031885
440515,0.002628997
440516,0.008314803
440517,0.66278565
440518,0.8671057
440519,0.0041536256
440520,0.31454942
440521,0.07022705
440522,0.009370295
440523,0.5928283
440524,0.09242203
440525,0.0034425817
440526,0.003786238
440527,0.037675105
440528,0.8466838
440529,0.63374406
440530,0.11883184
440531,0.03934032
440532,0.98764324
440533,0.084171064
440534,0.014729376
440535,0.16903111
440536,0.063225836
440537,0.0068792934
440538,0.018179609
440539,0.027637959
440540,0.10416235
440541,0.3089359
440542,0.068169914
440543,0.050546985
440544,0.50957555
440545,0.0040402547
440546,0.6914608
440547,0.0017529764
440548,0.023153525
440549,0.2257837
440550,0.021723162
440551,0.69058484
440552,0.0020119222
440553,0.097084515
440554,0.11966428
440555,0.03711011
440556,0.015809115
440557,0.0070995367
440558,0.0017323105
440559,0.84256
440560,0.64509135
440561,0.10202771
440562,0.002545715
440563,0.08073513
440564,0.050834376
440565,0.009994666
440566,0.07250677
440567,0.0030920208
440568,0.0007088775
440569,0.003766725
440570,0.0028746813
440571,0.04076881
440572,0.63648844
440573,0.94645965
440574,0.2637578
440575,0.03127738
440576,0.116346695
440577,0.0082339635
440578,0.97084755
440579,0.002388276
440580,0.9618815
440581,0.86718595
440582,0.012826478
440583,0.062077258
440584,0.0026860365
440585,0.0014545496
440586,0.009849838
440587,0.94996727
440588,0.007775638
440589,0.70727384
440590,0.08686273
440591,0.0011443954
440592,0.8013799
440593,0.023507515
440594,0.85105264
440595,0.003071139
440596,0.840577
440597,0.013917514
440598,0.67894137
440599,0.003537859
440600,0.00310017
440601,0.17283897
440602,0.0025418268
440603,0.0010491837
440604,0.50756437
440605,0.029571299
440606,0.14316377
440607,0.02246849
440608,0.033776548
440609,0.27508792
440610,0.68803287
440611,0.0014859933
440612,0.9206738
440613,0.12311851
440614,0.0038158929
440615,0.84830695
440616,0.42861617
440617,0.038883302
440618,0.00081427436
440619,0.07676453
440620,0.03575758
440621,0.23589711
440622,0.95952004
440623,0.06344882
440624,0.11915024
440625,0.73725873
440626,0.008177802
440627,0.002655608
440628,0.9714087
440629,0.09145916
440630,0.0030133876
440631,0.9308361
440632,0.0073262737
440633,0.10842389
440634,0.051003825
440635,0.8862178
440636,0.027463721
440637,0.009908564
440638,0.48940778
440639,0.08362792
440640,0.033191
440641,0.6765745
440642,0.0056367987
440643,0.07869991
440644,0.012151016
440645,0.12896034
440646,0.8670792
440647,0.71507174
440648,0.017177362
440649,0.87142175
440650,0.9781397
440651,0.87011075
440652,0.008426529
440653,0.021750687
440654,0.80136156
440655,0.05125551
440656,0.003691329
440657,0.006536174
440658,0.97280633
440659,0.20258717
440660,0.00594896
440661,0.00198544
440662,0.27221474
440663,0.0006205728
440664,0.20390865
